Model Year,Mfr Name,Division,Carline,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify.,Carline Class Desc
2018,General Motors,Cadillac,CTS-V,6.2,8,14,21,17,Gasoline (Premium Unleaded Required),2450,2450,Midsize Cars
2018,General Motors,Cadillac,ATS,2,4,20,29,23,Gasoline (Premium Unleaded Required),1850,1850,Compact Cars
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,6.2,8,15,20,17,Gasoline (Premium Unleaded Required),2450,2450,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,6.2,8,15,20,17,Gasoline (Premium Unleaded Required),2450,2450,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 2WD
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,15,20,17,Gasoline (Regular Unleaded Recommended),2100,2100,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,5.3,8,15,20,17,Gasoline (Regular Unleaded Recommended),2100,2100,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 2WD
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,21,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,21,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,18,24,20,Gasoline (Regular Unleaded Recommended),1800,1800,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,5.3,8,18,24,20,Gasoline (Regular Unleaded Recommended),1800,1800,Standard Pick-up Trucks 2WD
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,4.3,6,17,22,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,4.3,6,17,22,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 2WD
2018,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2000,2000,Standard Pick-up Trucks 4WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,4.3,6,18,24,20,Gasoline (Regular Unleaded Recommended),1800,1800,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,4.3,6,18,24,20,Gasoline (Regular Unleaded Recommended),1800,1800,Standard Pick-up Trucks 2WD
2018,General Motors,Chevrolet,C15 SILVERADO 2WD,6.2,8,15,21,17,Gasoline (Premium Unleaded Required),2450,2450,Standard Pick-up Trucks 2WD
2018,General Motors,GMC,C15 SIERRA 2WD,6.2,8,15,21,17,Gasoline (Premium Unleaded Required),2450,2450,Standard Pick-up Trucks 2WD
2018,Honda,Acura,TLX FWD,2.4,4,23,33,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2018,Honda,Acura,TLX FWD,3.5,6,20,32,24,Gasoline (Premium Unleaded Recommended),1750,1750,Compact Cars
2018,Honda,Acura,TLX FWD A-SPEC,3.5,6,20,30,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2018,Honda,Acura,TLX AWD,3.5,6,21,30,24,Gasoline (Premium Unleaded Recommended),1750,1750,Compact Cars
2018,Honda,Acura,TLX AWD A-SPEC,3.5,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2018,Honda,Honda,RIDGELINE AWD,3.5,6,18,25,21,Gasoline (Regular Unleaded Recommended),1700,1700,Standard Pick-up Trucks 4WD
2018,Honda,Honda,CIVIC 5Dr,1.5,4,29,38,33,Gasoline (Regular Unleaded Recommended),1100,1100,Large Cars
2018,Honda,Honda,CIVIC 5Dr,1.5,4,29,38,33,Gasoline (Premium Unleaded Recommended),1250,1250,Large Cars
2018,Honda,Honda,CIVIC 5Dr,1.5,4,31,40,34,Gasoline (Regular Unleaded Recommended),1050,1050,Large Cars
2018,Honda,Honda,CIVIC 5Dr,1.5,4,30,36,32,Gasoline (Premium Unleaded Recommended),1300,1300,Large Cars
2018,Honda,Honda,CIVIC 5Dr,2,4,22,28,25,Gasoline (Premium Unleaded Recommended),1700,1700,Large Cars
2018,Honda,Acura,RLX,3.5,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Midsize Cars
2018,Honda,Acura,RLX,3.5,6,28,29,28,Gasoline (Premium Unleaded Recommended),1500,1500,Midsize Cars
2018,Honda,Honda,ACCORD,1.5,4,26,35,30,Gasoline (Regular Unleaded Recommended),1200,1200,Large Cars
2018,Honda,Honda,ACCORD,1.5,4,30,38,33,Gasoline (Regular Unleaded Recommended),1100,1100,Large Cars
2018,Honda,Honda,ACCORD,1.5,4,29,35,31,Gasoline (Regular Unleaded Recommended),1150,1150,Large Cars
2018,Honda,Acura,ILX,2.4,4,25,35,29,Gasoline (Premium Unleaded Recommended),1450,1450,Compact Cars
2018,Honda,Honda,CIVIC 4Dr,2,4,28,40,32,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Honda,Honda,CIVIC 4Dr,2,4,31,40,34,Gasoline (Regular Unleaded Recommended),1050,1050,Midsize Cars
2018,Honda,Honda,CIVIC 2Dr,2,4,28,39,32,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2018,Honda,Honda,CIVIC 2Dr,2,4,30,39,34,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,Honda,Honda,CIVIC 4Dr,1.5,4,31,42,35,Gasoline (Regular Unleaded Recommended),1050,1050,Midsize Cars
2018,Honda,Honda,CIVIC 4Dr,1.5,4,32,42,36,Gasoline (Regular Unleaded Recommended),1000,1000,Midsize Cars
2018,Honda,Honda,CIVIC 2Dr,1.5,4,30,41,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,Honda,Honda,CIVIC 2Dr,1.5,4,31,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,Honda,Honda,CIVIC 4Dr,1.5,4,28,38,32,Gasoline (Premium Unleaded Recommended),1300,1300,Midsize Cars
2018,Honda,Honda,CIVIC 2Dr,1.5,4,28,38,32,Gasoline (Premium Unleaded Recommended),1300,1300,Compact Cars
2018,Honda,Honda,ACCORD,2,4,22,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2018,Honda,Honda,ACCORD,2,4,23,34,27,Gasoline (Regular Unleaded Recommended),1350,1350,Large Cars
2018,Honda,Honda,ACCORD 2.0T SPORT/TOURING,2,4,22,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2018,Honda,Honda,ACCORD,2,4,47,47,47,Gasoline (Regular Unleaded Recommended),750,750,Large Cars
2018,Hyundai,GENESIS,G80 AWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Hyundai,GENESIS,G80 RWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Hyundai,GENESIS,G80 AWD,3.8,6,18,25,20,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2018,Hyundai,GENESIS,G80 RWD,3.8,6,19,27,22,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2018,Hyundai,GENESIS,G80 AWD,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2018,Hyundai,GENESIS,G80 RWD,5,8,16,24,19,Gasoline (Premium Unleaded Recommended),2200,2200,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,2,4,28,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,2,4,26,36,29,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra SE,2,4,29,38,33,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,1.6,4,26,33,29,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,1.6,4,22,30,25,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,2.4,4,25,35,28,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata SE,2.4,4,25,36,29,Gasoline (Regular Unleaded Recommended),1250,1250,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,2,4,23,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,1.6,4,26,32,28,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,1.6,4,22,29,25,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,2,4,24,32,27,Gasoline (Regular Unleaded Recommended),1350,1350,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,2,4,23,31,26,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2018,Hyundai,GENESIS,G90 AWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Hyundai,GENESIS,G90 RWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Hyundai,GENESIS,G90 AWD,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2018,Hyundai,GENESIS,G90 RWD,5,8,16,24,19,Gasoline (Premium Unleaded Recommended),2200,2200,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,1.6,4,28,37,31,Gasoline (Regular Unleaded Recommended),1150,1150,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,1.4,4,32,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Accent,1.6,4,28,38,32,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Accent,1.6,4,28,37,31,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,1.6,4,57,59,58,Gasoline (Regular Unleaded Recommended),600,600,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,1.6,4,55,54,55,Gasoline (Regular Unleaded Recommended),650,650,Large Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID,2,4,39,44,41,Gasoline (Regular Unleaded Recommended),900,900,Midsize Cars
2018,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,2,4,40,46,42,Gasoline (Regular Unleaded Recommended),850,850,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF,2,4,25,34,28,Gasoline (Premium Unleaded Recommended),1500,1500,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF (296 Hp),2,4,23,31,26,Gasoline (Premium Unleaded Recommended),1600,1600,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF AWD,3,6,20,28,23,Gasoline (Premium Unleaded Recommended),1850,1850,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF AWD,2,4,23,33,27,Gasoline (Premium Unleaded Recommended),1550,1550,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XF AWD (296 Hp),2,4,22,31,25,Gasoline (Premium Unleaded Recommended),1700,1700,Midsize Cars
2018,Jaguar Land Rover L,Jaguar,XJ,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2018,Jaguar Land Rover L,Jaguar,XJL,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2018,Jaguar Land Rover L,Jaguar,XJ,3,6,18,27,21,Gasoline (Premium Unleaded Recommended),2000,2000,Large Cars
2018,Jaguar Land Rover L,Jaguar,XJ AWD,3,6,17,26,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Jaguar Land Rover L,Jaguar,XJL AWD,3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2100,2100,Large Cars
2018,Jaguar Land Rover L,Jaguar,XJL,3,6,18,27,21,Gasoline (Premium Unleaded Recommended),2000,2000,Large Cars
2018,Jaguar Land Rover L,Jaguar,XE,2,4,25,34,28,Gasoline (Premium Unleaded Recommended),1500,1500,Compact Cars
2018,Jaguar Land Rover L,Jaguar,XE,3,6,21,30,24,Gasoline (Premium Unleaded Recommended),1750,1750,Compact Cars
2018,Jaguar Land Rover L,Jaguar,XE AWD,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2018,Jaguar Land Rover L,Jaguar,XE (296 Hp),2,4,24,32,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2018,Jaguar Land Rover L,Jaguar,XE AWD,2,4,24,34,28,Gasoline (Premium Unleaded Recommended),1500,1500,Compact Cars
2018,Jaguar Land Rover L,Jaguar,XE AWD (296 Hp),2,4,22,30,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2018,Kia,KIA MOTORS CORPORATION,Optima,2,4,22,31,25,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Optima,2.4,4,24,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Optima FE,2.4,4,25,36,29,Gasoline (Regular Unleaded Recommended),1250,1250,Large Cars
2018,Kia,KIA MOTORS CORPORATION,K900,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2018,Kia,KIA MOTORS CORPORATION,K900,3.8,6,17,25,20,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Optima,1.6,4,28,37,31,Gasoline (Regular Unleaded Recommended),1150,1150,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,28,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2018,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,29,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2018,Kia,KIA MOTORS CORPORATION,Forte,2,4,29,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Forte,2,4,25,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Forte,2,4,25,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Forte5,2,4,25,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Forte5,1.6,4,25,30,27,Gasoline (Regular Unleaded Recommended),1350,1350,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Forte5,1.6,4,23,29,25,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Stinger AWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2100,2100,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Stinger RWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2100,2100,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Stinger AWD,2,4,21,29,24,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Stinger RWD,2,4,22,29,25,Gasoline (Premium Unleaded Recommended),1700,1700,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Optima Hybrid,2,4,39,46,42,Gasoline (Regular Unleaded Recommended),850,850,Midsize Cars
2018,Kia,KIA MOTORS CORPORATION,Cadenza,3.3,6,20,28,23,Gasoline (Regular Unleaded Recommended),1550,1550,Large Cars
2018,Kia,KIA MOTORS CORPORATION,Optima S,2.4,4,23,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2018,MAZDA,MAZDA,MAZDA2,1.5,4,30,39,34,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,MAZDA,MAZDA,MAZDA2,1.5,4,32,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,MAZDA,MAZDA,MAZDA3 4-Door,2,4,28,38,31,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2018,MAZDA,MAZDA,MAZDA3 4-Door,2,4,28,37,31,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2018,MAZDA,MAZDA,MAZDA3 5-Door,2,4,27,37,31,Gasoline (Regular Unleaded Recommended),1150,1150,Midsize Cars
2018,MAZDA,MAZDA,MAZDA3 5-Door,2,4,28,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2018,MAZDA,MAZDA,MAZDA3 5-Door,2.5,4,26,35,30,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2018,MAZDA,MAZDA,CX-3 2WD,2,4,29,34,31,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2018,MAZDA,MAZDA,CX-3 4WD,2,4,27,32,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2018,MAZDA,MAZDA,MAZDA6,2.5,4,24,33,27,Gasoline (Regular Unleaded Recommended),1350,1350,Midsize Cars
2018,MAZDA,MAZDA,MAZDA6,2.5,4,26,35,29,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2018,MAZDA,MAZDA,MAZDA6,2.5,4,23,31,26,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2018,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,25,34,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2018,MAZDA,MAZDA,MAZDA3 5-Door,2.5,4,25,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,2,4,24,32,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,2,4,23,32,26,Gasoline (Premium Unleaded Required),1600,1600,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG C 63,4,8,18,24,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG C 63 S,4,8,18,24,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,C 300,2,4,24,33,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,S 560,4,8,17,27,21,Gasoline (Premium Unleaded Required),2000,2000,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,Maybach S 650,6,12,13,21,16,Gasoline (Premium Unleaded Required),2600,2600,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,4,8,17,26,20,Gasoline (Premium Unleaded Required),2100,2100,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC,4,8,17,27,21,Gasoline (Premium Unleaded Required),2000,2000,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG S 65,6,12,13,22,16,Gasoline (Premium Unleaded Required),2600,2600,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG CLA 45 4MATIC,2,4,23,30,26,Gasoline (Premium Unleaded Required),1600,1600,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,2,4,24,32,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC (coupe),4,8,17,27,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (coupe),4,8,17,27,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG S 65 (coupe),6,12,13,21,16,Gasoline (Premium Unleaded Required),2600,2600,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,CLA 250,2,4,24,37,29,Gasoline (Premium Unleaded Required),1450,1450,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,E 400 4MATIC,3,6,20,27,23,Gasoline (Premium Unleaded Required),1850,1850,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC,3,6,20,27,23,Gasoline (Premium Unleaded Required),1850,1850,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG E 43 4MATIC,3,6,19,25,21,Gasoline (Premium Unleaded Required),2000,2000,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,CLS 550,4.7,8,18,26,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,4.7,8,17,25,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC Maybach,4,8,16,25,19,Gasoline (Premium Unleaded Required),2200,2200,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG CLS 63 S 4MATIC,5.5,8,16,22,18,Gasoline (Premium Unleaded Required),2350,2350,Compact Cars
2018,Mercedes-Benz,Mercedes-Benz,E 300,2,4,22,30,25,Gasoline (Premium Unleaded Required),1700,1700,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,E 300 4MATIC,2,4,21,29,24,Gasoline (Premium Unleaded Required),1750,1750,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,AMG E 63 S 4MATIC,4,8,15,22,18,Gasoline (Premium Unleaded Required),2350,2350,Midsize Cars
2018,Mercedes-Benz,Mercedes-Benz,S 450,3,6,19,28,22,Gasoline (Premium Unleaded Required),1900,1900,Large Cars
2018,Mercedes-Benz,Mercedes-Benz,S 450 4MATIC,3,6,18,28,22,Gasoline (Premium Unleaded Required),1900,1900,Large Cars
2018,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,33,41,36,Gasoline (Regular Unleaded Recommended),1000,1000,Compact Cars
2018,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,37,43,39,Gasoline (Regular Unleaded Recommended),900,900,Compact Cars
2018,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,33,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,35,41,37,Gasoline (Regular Unleaded Recommended),950,950,Compact Cars
2018,Nissan,NISSAN,SENTRA,1.8,4,27,35,30,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2018,Nissan,NISSAN,SENTRA,1.8,4,29,37,32,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Nissan,NISSAN,ALTIMA SR,2.5,4,26,37,30,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2018,Nissan,NISSAN,ALTIMA,2.5,4,27,38,31,Gasoline (Regular Unleaded Recommended),1150,1150,Midsize Cars
2018,Nissan,NISSAN,ALTIMA,3.5,6,22,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2018,Nissan,NISSAN,MAXIMA,3.5,6,21,30,25,Gasoline (Premium Unleaded Recommended),1700,1700,Midsize Cars
2018,Nissan,NISSAN,VERSA,1.6,4,31,39,34,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2018,Nissan,NISSAN,VERSA,1.6,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2018,Nissan,NISSAN,VERSA,1.6,4,26,35,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2018,Nissan,NISSAN,Kicks,1.6,4,31,36,33,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2018,Nissan,INFINITI,Q70,5.6,8,16,24,19,Gasoline (Premium Unleaded Required),2200,2200,Midsize Cars
2018,Nissan,INFINITI,Q70 AWD,5.6,8,16,23,18,Gasoline (Premium Unleaded Required),2350,2350,Midsize Cars
2018,Nissan,NISSAN,SENTRA,1.6,4,26,32,28,Gasoline (Premium Unleaded Recommended),1500,1500,Midsize Cars
2018,Nissan,NISSAN,SENTRA NISMO,1.6,4,25,31,27,Gasoline (Premium Unleaded Recommended),1550,1550,Midsize Cars
2018,Nissan,NISSAN,SENTRA,1.6,4,27,33,29,Gasoline (Premium Unleaded Recommended),1450,1450,Midsize Cars
2018,Nissan,NISSAN,SENTRA NISMO,1.6,4,25,30,27,Gasoline (Premium Unleaded Recommended),1550,1550,Midsize Cars
2018,Nissan,INFINITI,Q50,3,6,20,29,23,Gasoline (Premium Unleaded Required),1850,1850,Midsize Cars
2018,Nissan,INFINITI,Q50 AWD,3,6,19,27,22,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2018,Nissan,INFINITI,Q50 RED SPORT,3,6,20,26,22,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2018,Nissan,INFINITI,Q50 AWD RED SPORT,3,6,19,26,22,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2018,Nissan,INFINITI,Q70 HYBRID,3.5,6,28,33,30,Gasoline (Premium Unleaded Required),1400,1400,Midsize Cars
2018,Nissan,INFINITI,Q50 HYBRID,3.5,6,27,32,29,Gasoline (Premium Unleaded Required),1450,1450,Compact Cars
